name,transect,species,count
bar2,c,solanum,0
bar2,c,boedif,0
bar2,c,mirhir,0
bar2,d,crobur,169
bar2,d,leppyr,0
bar2,d,arnhis,0
bar2,d,aerpse,0
bar2,d,mayema,0
bar2,d,convolvulaceae,0
bar2,d,lassci,0
bar2,d,acajac,0
bar2,d,ziznum,0
bar2,d,tecund,2
bar2,d,aerjav,5
bar2,d,procin,1
bar2,d,acasen,1
bar2,d,teppur,0
bar2,d,pantur,0
bar2,d,dacaeg,0
bar2,d,cenbif,0
bar2,d,grass6,0
bar2,d,lepidagathis,0
bar2,d,capdec,0
bar2,d,aristida,0
bar2,d,fagind,0
bar2,d,calpro,0
bar2,d,halsal,0
bar2,d,tribulus,0
bar2,d,calpol,0
bar2,d,acator,0
bar2,d,solsur,0
bar2,d,farsetia,0
bar2,d,launea,0
bar2,d,heliotropium,0
bar2,d,eupcha,0
bar2,d,verbascina,0
bar2,d,citcol,0
bar2,d,mimham,0
bar2,d,solanum,0
bar2,d,boedif,0
bar2,d,mirhir,0
bar3,e,crobur,53
bar3,e,leppyr,2
bar3,e,arnhis,0
bar3,e,aerpse,0
bar3,e,mayema,0
bar3,e,convolvulaceae,0
bar3,e,lassci,2
bar3,e,acajac,0
bar3,e,ziznum,0
bar3,e,tecund,0
bar3,e,aerjav,2
bar3,e,procin,3
bar3,e,acasen,1
bar3,e,teppur,0
bar3,e,pantur,0
bar3,e,dacaeg,0
bar3,e,cenbif,0
bar3,e,grass6,0
bar3,e,lepidagathis,0
bar3,e,capdec,0
bar3,e,aristida,0
bar3,e,fagind,0
bar3,e,calpro,0
bar3,e,halsal,0
bar3,e,tribulus,0
bar3,e,calpol,0
bar3,e,acator,0
bar3,e,solsur,0
bar3,e,farsetia,0
bar3,e,launea,0
bar3,e,heliotropium,0
bar3,e,eupcha,0
bar3,e,verbascina,0
bar3,e,citcol,0
bar3,e,mimham,0
bar3,e,solanum,0
bar3,e,boedif,0
bar3,e,mirhir,0
bar3,f,crobur,56
bar3,f,leppyr,3
bar3,f,arnhis,0
bar3,f,aerpse,0
bar3,f,mayema,0
bar3,f,convolvulaceae,0
bar3,f,lassci,3
bar3,f,acajac,0
bar3,f,ziznum,0
bar3,f,tecund,0
bar3,f,aerjav,2
bar3,f,procin,3
bar3,f,acasen,0
bar3,f,teppur,0
bar3,f,pantur,1
bar3,f,dacaeg,0
bar3,f,cenbif,0
bar3,f,grass6,0
bar3,f,lepidagathis,0
bar3,f,capdec,0
bar3,f,aristida,0
bar3,f,fagind,0
bar3,f,calpro,0
bar3,f,halsal,0
bar3,f,tribulus,0
bar3,f,calpol,0
bar3,f,acator,0
bar3,f,solsur,0
bar3,f,farsetia,0
bar3,f,launea,0
bar3,f,heliotropium,0
bar3,f,eupcha,0
bar3,f,verbascina,0
bar3,f,citcol,0
bar3,f,mimham,0
bar3,f,solanum,0
bar3,f,boedif,0
bar3,f,mirhir,0
jai1,1,crobur,0
jai1,1,leppyr,0
jai1,1,arnhis,0
jai1,1,aerpse,0
jai1,1,mayema,0
jai1,1,convolvulaceae,0
jai1,1,lassci,45
jai1,1,acajac,0
jai1,1,ziznum,0
jai1,1,tecund,0
jai1,1,aerjav,0
jai1,1,procin,0
jai1,1,acasen,0
jai1,1,teppur,0
jai1,1,pantur,85
jai1,1,dacaeg,35
jai1,1,cenbif,15
jai1,1,grass6,10
jai1,1,lepidagathis,16
jai1,1,capdec,2
jai1,1,aristida,0
jai1,1,fagind,0
jai1,1,calpro,0
jai1,1,halsal,0
jai1,1,tribulus,0
jai1,1,calpol,0
jai1,1,acator,0
jai1,1,solsur,0
jai1,1,farsetia,0
jai1,1,launea,0
jai1,1,heliotropium,0
jai1,1,eupcha,0
jai1,1,verbascina,0
jai1,1,citcol,0
jai1,1,mimham,0
jai1,1,solanum,0
jai1,1,boedif,0
jai1,1,mirhir,0
jai1,2,crobur,0
jai1,2,leppyr,0
jai1,2,arnhis,0
jai1,2,aerpse,0
jai1,2,mayema,0
jai1,2,convolvulaceae,0
jai1,2,lassci,34
jai1,2,acajac,0
jai1,2,ziznum,0
jai1,2,tecund,0
jai1,2,aerjav,0
jai1,2,procin,0
jai1,2,acasen,0
jai1,2,teppur,0
jai1,2,pantur,65
jai1,2,dacaeg,5
jai1,2,cenbif,0
jai1,2,grass6,5
jai1,2,lepidagathis,30
jai1,2,capdec,2
jai1,2,aristida,10
jai1,2,fagind,0
jai1,2,calpro,0
jai1,2,halsal,0
jai1,2,tribulus,0
jai1,2,calpol,0
jai1,2,acator,0
jai1,2,solsur,0
jai1,2,farsetia,0
jai1,2,launea,0
jai1,2,heliotropium,0
jai1,2,eupcha,0
jai1,2,verbascina,0
jai1,2,citcol,0
jai1,2,mimham,0
jai1,2,solanum,0
jai1,2,boedif,0
jai1,2,mirhir,0
jai1,3,crobur,0
jai1,3,leppyr,0
jai1,3,arnhis,0
jai1,3,aerpse,0
jai1,3,mayema,0
jai1,3,convolvulaceae,0
jai1,3,lassci,40
jai1,3,acajac,0
jai1,3,ziznum,0
jai1,3,tecund,0
jai1,3,aerjav,0
jai1,3,procin,0
jai1,3,acasen,0
jai1,3,teppur,0
jai1,3,pantur,125
jai1,3,dacaeg,12
jai1,3,cenbif,5
jai1,3,grass6,0
jai1,3,lepidagathis,40
jai1,3,capdec,8
jai1,3,aristida,5
jai1,3,fagind,0
jai1,3,calpro,0
jai1,3,halsal,0
jai1,3,tribulus,0
jai1,3,calpol,0
jai1,3,acator,0
jai1,3,solsur,0
jai1,3,farsetia,0
jai1,3,launea,0
jai1,3,heliotropium,0
jai1,3,eupcha,0
jai1,3,verbascina,0
jai1,3,citcol,0
jai1,3,mimham,0
jai1,3,solanum,0
jai1,3,boedif,0
jai1,3,mirhir,0
jai1,4,crobur,0
jai1,4,leppyr,0
jai1,4,arnhis,0
jai1,4,aerpse,0
jai1,4,mayema,0
jai1,4,convolvulaceae,0
jai1,4,lassci,130
jai1,4,acajac,0
jai1,4,ziznum,0
jai1,4,tecund,0
jai1,4,aerjav,0
jai1,4,procin,0
jai1,4,acasen,0
jai1,4,teppur,0
jai1,4,pantur,130
jai1,4,dacaeg,0
jai1,4,cenbif,0
jai1,4,grass6,0
jai1,4,lepidagathis,25
jai1,4,capdec,0
jai1,4,aristida,0
jai1,4,fagind,0
jai1,4,calpro,0
jai1,4,halsal,0
jai1,4,tribulus,0
jai1,4,calpol,0
jai1,4,acator,0
jai1,4,solsur,0
jai1,4,farsetia,0
jai1,4,launea,0
jai1,4,heliotropium,0
jai1,4,eupcha,0
jai1,4,verbascina,0
jai1,4,citcol,0
jai1,4,mimham,0
jai1,4,solanum,0
jai1,4,boedif,0
jai1,4,mirhir,0
jai1,5,crobur,0
jai1,5,leppyr,0
jai1,5,arnhis,0
jai1,5,aerpse,0
jai1,5,mayema,0
jai1,5,convolvulaceae,0
jai1,5,lassci,15
jai1,5,acajac,0
jai1,5,ziznum,0
jai1,5,tecund,0
jai1,5,aerjav,0
jai1,5,procin,0
jai1,5,acasen,0
jai1,5,teppur,0
jai1,5,pantur,85
jai1,5,dacaeg,20
jai1,5,cenbif,1
jai1,5,grass6,0
jai1,5,lepidagathis,15
jai1,5,capdec,3
jai1,5,aristida,2
jai1,5,fagind,0
jai1,5,calpro,0
jai1,5,halsal,0
jai1,5,tribulus,0
jai1,5,calpol,0
jai1,5,acator,0
jai1,5,solsur,0
jai1,5,farsetia,0
jai1,5,launea,0
jai1,5,heliotropium,0
jai1,5,eupcha,0
jai1,5,verbascina,0
jai1,5,citcol,0
jai1,5,mimham,0
jai1,5,solanum,0
jai1,5,boedif,0
jai1,5,mirhir,0
jai1,6,crobur,0
jai1,6,leppyr,0
jai1,6,arnhis,0
jai1,6,aerpse,0
jai1,6,mayema,0
jai1,6,convolvulaceae,0
jai1,6,lassci,45
jai1,6,acajac,0
jai1,6,ziznum,0
jai1,6,tecund,0
jai1,6,aerjav,0
jai1,6,procin,0
jai1,6,acasen,0
jai1,6,teppur,0
jai1,6,pantur,40
jai1,6,dacaeg,20
jai1,6,cenbif,5
jai1,6,grass6,0
jai1,6,lepidagathis,0
jai1,6,capdec,1
jai1,6,aristida,10
jai1,6,fagind,2
jai1,6,calpro,0
jai1,6,halsal,0
jai1,6,tribulus,0
jai1,6,calpol,0
jai1,6,acator,0
jai1,6,solsur,0
jai1,6,farsetia,0
jai1,6,launea,0
jai1,6,heliotropium,0
jai1,6,eupcha,0
jai1,6,verbascina,0
jai1,6,citcol,0
jai1,6,mimham,0
jai1,6,solanum,0
jai1,6,boedif,0
jai1,6,mirhir,0
jai2,7,crobur,27
jai2,7,leppyr,0
jai2,7,arnhis,0
jai2,7,aerpse,0
jai2,7,mayema,0
jai2,7,convolvulaceae,0
jai2,7,lassci,25
jai2,7,acajac,0
jai2,7,ziznum,0
jai2,7,tecund,0
jai2,7,aerjav,7
jai2,7,procin,0
jai2,7,acasen,0
jai2,7,teppur,0
jai2,7,pantur,12
jai2,7,dacaeg,1
jai2,7,cenbif,1
jai2,7,grass6,0
jai2,7,lepidagathis,0
jai2,7,capdec,0
jai2,7,aristida,0
jai2,7,fagind,6
jai2,7,calpro,0
jai2,7,halsal,0
jai2,7,tribulus,0
jai2,7,calpol,0
jai2,7,acator,0
jai2,7,solsur,0
jai2,7,farsetia,0
jai2,7,launea,0
jai2,7,heliotropium,0
jai2,7,eupcha,0
jai2,7,verbascina,0
jai2,7,citcol,0
jai2,7,mimham,0
jai2,7,solanum,0
jai2,7,boedif,0
jai2,7,mirhir,0
jai2,8,crobur,48
jai2,8,leppyr,0
jai2,8,arnhis,0
jai2,8,aerpse,0
jai2,8,mayema,0
jai2,8,convolvulaceae,0
jai2,8,lassci,32
jai2,8,acajac,0
jai2,8,ziznum,0
jai2,8,tecund,0
jai2,8,aerjav,5
jai2,8,procin,0
jai2,8,acasen,0
jai2,8,teppur,0
jai2,8,pantur,21
jai2,8,dacaeg,5
jai2,8,cenbif,0
jai2,8,grass6,0
jai2,8,lepidagathis,0
jai2,8,capdec,0
jai2,8,aristida,0
jai2,8,fagind,0
jai2,8,calpro,0
jai2,8,halsal,0
jai2,8,tribulus,0
jai2,8,calpol,0
jai2,8,acator,0
jai2,8,solsur,0
jai2,8,farsetia,0
jai2,8,launea,0
jai2,8,heliotropium,0
jai2,8,eupcha,0
jai2,8,verbascina,0
jai2,8,citcol,0
jai2,8,mimham,0
jai2,8,solanum,0
jai2,8,boedif,0
jai2,8,mirhir,0
jai2,9,crobur,13
jai2,9,leppyr,1
jai2,9,arnhis,0
jai2,9,aerpse,0
jai2,9,mayema,0
jai2,9,convolvulaceae,0
jai2,9,lassci,30
jai2,9,acajac,0
jai2,9,ziznum,0
jai2,9,tecund,0
jai2,9,aerjav,9
jai2,9,procin,0
jai2,9,acasen,0
jai2,9,teppur,0
jai2,9,pantur,21
jai2,9,dacaeg,7
jai2,9,cenbif,0
jai2,9,grass6,0
jai2,9,lepidagathis,2
jai2,9,capdec,0
jai2,9,aristida,12
jai2,9,fagind,0
jai2,9,calpro,0
jai2,9,halsal,0
jai2,9,tribulus,0
jai2,9,calpol,0
jai2,9,acator,0
jai2,9,solsur,0
jai2,9,farsetia,0
jai2,9,launea,0
jai2,9,heliotropium,0
jai2,9,eupcha,0
jai2,9,verbascina,0
jai2,9,citcol,0
jai2,9,mimham,0
jai2,9,solanum,0
jai2,9,boedif,0
jai2,9,mirhir,0
jai2,10,crobur,9
jai2,10,leppyr,0
jai2,10,arnhis,0
jai2,10,aerpse,0
jai2,10,mayema,0
jai2,10,convolvulaceae,0
jai2,10,lassci,30
jai2,10,acajac,0
jai2,10,ziznum,0
jai2,10,tecund,0
jai2,10,aerjav,14
jai2,10,procin,0
jai2,10,acasen,0
jai2,10,teppur,0
jai2,10,pantur,29
jai2,10,dacaeg,13
jai2,10,cenbif,2
jai2,10,grass6,0
jai2,10,lepidagathis,0
jai2,10,capdec,0
jai2,10,aristida,14
jai2,10,fagind,0
jai2,10,calpro,0
jai2,10,halsal,0
jai2,10,tribulus,0
jai2,10,calpol,0
jai2,10,acator,0
jai2,10,solsur,0
jai2,10,farsetia,0
jai2,10,launea,0
jai2,10,heliotropium,0
jai2,10,eupcha,0
jai2,10,verbascina,0
jai2,10,citcol,0
jai2,10,mimham,0
jai2,10,solanum,0
jai2,10,boedif,0
jai2,10,mirhir,0
jai2,11,crobur,9
jai2,11,leppyr,1
jai2,11,arnhis,0
jai2,11,aerpse,0
jai2,11,mayema,0
jai2,11,convolvulaceae,0
jai2,11,lassci,0
jai2,11,acajac,0
jai2,11,ziznum,0
jai2,11,tecund,0
jai2,11,aerjav,15
jai2,11,procin,0
jai2,11,acasen,0
jai2,11,teppur,0
jai2,11,pantur,16
jai2,11,dacaeg,2
jai2,11,cenbif,0
jai2,11,grass6,0
jai2,11,lepidagathis,0
jai2,11,capdec,0
jai2,11,aristida,8
jai2,11,fagind,10
jai2,11,calpro,0
jai2,11,halsal,0
jai2,11,tribulus,0
jai2,11,calpol,0
jai2,11,acator,0
jai2,11,solsur,0
jai2,11,farsetia,0
jai2,11,launea,0
jai2,11,heliotropium,0
jai2,11,eupcha,0
jai2,11,verbascina,0
jai2,11,citcol,0
jai2,11,mimham,0
jai2,11,solanum,0
jai2,11,boedif,0
jai2,11,mirhir,0
jai2,12,crobur,5
jai2,12,leppyr,1
jai2,12,arnhis,0
jai2,12,aerpse,0
jai2,12,mayema,0
jai2,12,convolvulaceae,0
jai2,12,lassci,5
jai2,12,acajac,0
jai2,12,ziznum,0
jai2,12,tecund,0
jai2,12,aerjav,9
jai2,12,procin,0
jai2,12,acasen,0
jai2,12,teppur,0
jai2,12,pantur,22
jai2,12,dacaeg,1
jai2,12,cenbif,0
jai2,12,grass6,0
jai2,12,lepidagathis,0
jai2,12,capdec,0
jai2,12,aristida,12
jai2,12,fagind,6
jai2,12,calpro,0
jai2,12,halsal,0
jai2,12,tribulus,0
jai2,12,calpol,0
jai2,12,acator,0
jai2,12,solsur,0
jai2,12,farsetia,0
jai2,12,launea,0
jai2,12,heliotropium,0
jai2,12,eupcha,0
jai2,12,verbascina,0
jai2,12,citcol,0
jai2,12,mimham,0
jai2,12,solanum,0
jai2,12,boedif,0
jai2,12,mirhir,0
jai3,13,crobur,5
jai3,13,leppyr,0
jai3,13,arnhis,0
jai3,13,aerpse,4
jai3,13,mayema,0
jai3,13,convolvulaceae,0
jai3,13,lassci,6
jai3,13,acajac,0
jai3,13,ziznum,0
jai3,13,tecund,0
jai3,13,aerjav,10
jai3,13,procin,0
jai3,13,acasen,0
jai3,13,teppur,0
jai3,13,pantur,0
jai3,13,dacaeg,0
jai3,13,cenbif,0
jai3,13,grass6,0
jai3,13,lepidagathis,0
jai3,13,capdec,0
jai3,13,aristida,0
jai3,13,fagind,2
jai3,13,calpro,1
jai3,13,halsal,0
jai3,13,tribulus,0
jai3,13,calpol,0
jai3,13,acator,0
jai3,13,solsur,0
jai3,13,farsetia,0
jai3,13,launea,0
jai3,13,heliotropium,0
jai3,13,eupcha,0
jai3,13,verbascina,0
jai3,13,citcol,0
jai3,13,mimham,0
jai3,13,solanum,0
jai3,13,boedif,0
jai3,13,mirhir,0
jai3,14,crobur,7
jai3,14,leppyr,1
jai3,14,arnhis,0
jai3,14,aerpse,0
jai3,14,mayema,0
jai3,14,convolvulaceae,0
jai3,14,lassci,2
jai3,14,acajac,0
jai3,14,ziznum,0
jai3,14,tecund,0
jai3,14,aerjav,0
jai3,14,procin,0
jai3,14,acasen,0
jai3,14,teppur,0
jai3,14,pantur,0
jai3,14,dacaeg,0
jai3,14,cenbif,0
jai3,14,grass6,0
jai3,14,lepidagathis,0
jai3,14,capdec,0
jai3,14,aristida,0
jai3,14,fagind,2
jai3,14,calpro,1
jai3,14,halsal,1
jai3,14,tribulus,1
jai3,14,calpol,0
jai3,14,acator,0
jai3,14,solsur,0
jai3,14,farsetia,0
jai3,14,launea,0
jai3,14,heliotropium,0
jai3,14,eupcha,0
jai3,14,verbascina,0
jai3,14,citcol,0
jai3,14,mimham,0
jai3,14,solanum,0
jai3,14,boedif,0
jai3,14,mirhir,0
jai4,15,crobur,3
jai4,15,leppyr,0
jai4,15,arnhis,0
jai4,15,aerpse,0
jai4,15,mayema,0
jai4,15,convolvulaceae,0
jai4,15,lassci,50
jai4,15,acajac,0
jai4,15,ziznum,1
jai4,15,tecund,0
jai4,15,aerjav,1
jai4,15,procin,0
jai4,15,acasen,0
jai4,15,teppur,0
jai4,15,pantur,3
jai4,15,dacaeg,0
jai4,15,cenbif,0
jai4,15,grass6,0
jai4,15,lepidagathis,0
jai4,15,capdec,0
jai4,15,aristida,0
jai4,15,fagind,0
jai4,15,calpro,1
jai4,15,halsal,11
jai4,15,tribulus,0
jai4,15,calpol,0
jai4,15,acator,0
jai4,15,solsur,0
jai4,15,farsetia,0
jai4,15,launea,0
jai4,15,heliotropium,0
jai4,15,eupcha,0
jai4,15,verbascina,0
jai4,15,citcol,0
jai4,15,mimham,0
jai4,15,solanum,0
jai4,15,boedif,0
jai4,15,mirhir,0
jai4,16,crobur,2
jai4,16,leppyr,0
jai4,16,arnhis,0
jai4,16,aerpse,0
jai4,16,mayema,0
jai4,16,convolvulaceae,0
jai4,16,lassci,0
jai4,16,acajac,0
jai4,16,ziznum,0
jai4,16,tecund,0
jai4,16,aerjav,0
jai4,16,procin,0
jai4,16,acasen,0
jai4,16,teppur,0
jai4,16,pantur,2
jai4,16,dacaeg,0
jai4,16,cenbif,0
jai4,16,grass6,0
jai4,16,lepidagathis,0
jai4,16,capdec,0
jai4,16,aristida,0
jai4,16,fagind,0
jai4,16,calpro,0
jai4,16,halsal,17
jai4,16,tribulus,0
jai4,16,calpol,0
jai4,16,acator,0
jai4,16,solsur,0
jai4,16,farsetia,0
jai4,16,launea,0
jai4,16,heliotropium,0
jai4,16,eupcha,0
jai4,16,verbascina,0
jai4,16,citcol,0
jai4,16,mimham,0
jai4,16,solanum,0
jai4,16,boedif,0
jai4,16,mirhir,0
jai4,17,crobur,8
jai4,17,leppyr,0
jai4,17,arnhis,0
jai4,17,aerpse,0
jai4,17,mayema,0
jai4,17,convolvulaceae,0
jai4,17,lassci,0
jai4,17,acajac,0
jai4,17,ziznum,1
jai4,17,tecund,0
jai4,17,aerjav,1
jai4,17,procin,0
jai4,17,acasen,0
jai4,17,teppur,0
jai4,17,pantur,9
jai4,17,dacaeg,0
jai4,17,cenbif,0
jai4,17,grass6,0
jai4,17,lepidagathis,0
jai4,17,capdec,0
jai4,17,aristida,0
jai4,17,fagind,0
jai4,17,calpro,0
jai4,17,halsal,17
jai4,17,tribulus,0
jai4,17,calpol,0
jai4,17,acator,0
jai4,17,solsur,0
jai4,17,farsetia,0
jai4,17,launea,0
jai4,17,heliotropium,0
jai4,17,eupcha,0
jai4,17,verbascina,0
jai4,17,citcol,0
jai4,17,mimham,0
jai4,17,solanum,0
jai4,17,boedif,0
jai4,17,mirhir,0
jai4,18,crobur,7
jai4,18,leppyr,0
jai4,18,arnhis,0
jai4,18,aerpse,0
jai4,18,mayema,0
jai4,18,convolvulaceae,0
jai4,18,lassci,0
jai4,18,acajac,0
jai4,18,ziznum,0
jai4,18,tecund,0
jai4,18,aerjav,1
jai4,18,procin,0
jai4,18,acasen,0
jai4,18,teppur,0
jai4,18,pantur,8
jai4,18,dacaeg,0
jai4,18,cenbif,0
jai4,18,grass6,0
jai4,18,lepidagathis,0
jai4,18,capdec,1
jai4,18,aristida,0
jai4,18,fagind,0
jai4,18,calpro,0
jai4,18,halsal,9
jai4,18,tribulus,0
jai4,18,calpol,0
jai4,18,acator,0
jai4,18,solsur,0
jai4,18,farsetia,0
jai4,18,launea,0
jai4,18,heliotropium,0
jai4,18,eupcha,0
jai4,18,verbascina,0
jai4,18,citcol,0
jai4,18,mimham,0
jai4,18,solanum,0
jai4,18,boedif,0
jai4,18,mirhir,0
bik1,19,crobur,35
bik1,19,leppyr,4
bik1,19,arnhis,0
bik1,19,aerpse,0
bik1,19,mayema,0
bik1,19,convolvulaceae,0
bik1,19,lassci,0
bik1,19,acajac,0
bik1,19,ziznum,0
bik1,19,tecund,0
bik1,19,aerjav,16
bik1,19,procin,0
bik1,19,acasen,0
bik1,19,teppur,0
bik1,19,pantur,11
bik1,19,dacaeg,0
bik1,19,cenbif,0
bik1,19,grass6,0
bik1,19,lepidagathis,0
bik1,19,capdec,0
bik1,19,aristida,0
bik1,19,fagind,0
bik1,19,calpro,0
bik1,19,halsal,0
bik1,19,tribulus,0
bik1,19,calpol,10
bik1,19,acator,2
bik1,19,solsur,0
bik1,19,farsetia,0
bik1,19,launea,0
bik1,19,heliotropium,0
bik1,19,eupcha,0
bik1,19,verbascina,0
bik1,19,citcol,0
bik1,19,mimham,0
bik1,19,solanum,0
bik1,19,boedif,0
bik1,19,mirhir,0
bik1,20,crobur,22
bik1,20,leppyr,1
bik1,20,arnhis,0
bik1,20,aerpse,0
bik1,20,mayema,0
bik1,20,convolvulaceae,0
bik1,20,lassci,0
bik1,20,acajac,0
bik1,20,ziznum,0
bik1,20,tecund,0
bik1,20,aerjav,9
bik1,20,procin,0
bik1,20,acasen,0
bik1,20,teppur,0
bik1,20,pantur,6
bik1,20,dacaeg,0
bik1,20,cenbif,0
bik1,20,grass6,0
bik1,20,lepidagathis,0
bik1,20,capdec,0
bik1,20,aristida,0
bik1,20,fagind,0
bik1,20,calpro,0
bik1,20,halsal,0
bik1,20,tribulus,0
bik1,20,calpol,4
bik1,20,acator,0
bik1,20,solsur,0
bik1,20,farsetia,0
bik1,20,launea,0
bik1,20,heliotropium,0
bik1,20,eupcha,0
bik1,20,verbascina,0
bik1,20,citcol,0
bik1,20,mimham,0
bik1,20,solanum,0
bik1,20,boedif,0
bik1,20,mirhir,0
bik1,21,crobur,20
bik1,21,leppyr,5
bik1,21,arnhis,0
bik1,21,aerpse,0
bik1,21,mayema,0
bik1,21,convolvulaceae,0
bik1,21,lassci,0
bik1,21,acajac,0
bik1,21,ziznum,1
bik1,21,tecund,0
bik1,21,aerjav,5
bik1,21,procin,1
bik1,21,acasen,0
bik1,21,teppur,0
bik1,21,pantur,14
bik1,21,dacaeg,0
bik1,21,cenbif,0
bik1,21,grass6,0
bik1,21,lepidagathis,0
bik1,21,capdec,0
bik1,21,aristida,0
bik1,21,fagind,0
bik1,21,calpro,0
bik1,21,halsal,0
bik1,21,tribulus,0
bik1,21,calpol,6
bik1,21,acator,1
bik1,21,solsur,0
bik1,21,farsetia,0
bik1,21,launea,0
bik1,21,heliotropium,0
bik1,21,eupcha,0
bik1,21,verbascina,0
bik1,21,citcol,0
bik1,21,mimham,0
bik1,21,solanum,0
bik1,21,boedif,0
bik1,21,mirhir,0
bik1,22,crobur,13
bik1,22,leppyr,5
bik1,22,arnhis,0
bik1,22,aerpse,0
bik1,22,mayema,0
bik1,22,convolvulaceae,0
bik1,22,lassci,0
bik1,22,acajac,0
bik1,22,ziznum,0
bik1,22,tecund,0
bik1,22,aerjav,4
bik1,22,procin,1
bik1,22,acasen,0
bik1,22,teppur,0
bik1,22,pantur,16
bik1,22,dacaeg,0
bik1,22,cenbif,0
bik1,22,grass6,0
bik1,22,lepidagathis,0
bik1,22,capdec,0
bik1,22,aristida,0
bik1,22,fagind,0
bik1,22,calpro,0
bik1,22,halsal,0
bik1,22,tribulus,0
bik1,22,calpol,5
bik1,22,acator,1
bik1,22,solsur,0
bik1,22,farsetia,0
bik1,22,launea,0
bik1,22,heliotropium,0
bik1,22,eupcha,0
bik1,22,verbascina,0
bik1,22,citcol,0
bik1,22,mimham,0
bik1,22,solanum,0
bik1,22,boedif,0
bik1,22,mirhir,0
bik2,23,crobur,60
bik2,23,leppyr,5
bik2,23,arnhis,0
bik2,23,aerpse,0
bik2,23,mayema,0
bik2,23,convolvulaceae,0
bik2,23,lassci,0
bik2,23,acajac,0
bik2,23,ziznum,0
bik2,23,tecund,0
bik2,23,aerjav,18
bik2,23,procin,0
bik2,23,acasen,0
bik2,23,teppur,0
bik2,23,pantur,0
bik2,23,dacaeg,0
bik2,23,cenbif,10
bik2,23,grass6,0
bik2,23,lepidagathis,0
bik2,23,capdec,0
bik2,23,aristida,0
bik2,23,fagind,0
bik2,23,calpro,0
bik2,23,halsal,0
bik2,23,tribulus,0
bik2,23,calpol,0
bik2,23,acator,0
bik2,23,solsur,0
bik2,23,farsetia,0
bik2,23,launea,0
bik2,23,heliotropium,0
bik2,23,eupcha,0
bik2,23,verbascina,0
bik2,23,citcol,0
bik2,23,mimham,0
bik2,23,solanum,0
bik2,23,boedif,0
bik2,23,mirhir,0
bik2,24,crobur,137
bik2,24,leppyr,0
bik2,24,arnhis,0
bik2,24,aerpse,0
bik2,24,mayema,0
bik2,24,convolvulaceae,0
bik2,24,lassci,0
bik2,24,acajac,0
bik2,24,ziznum,0
bik2,24,tecund,0
bik2,24,aerjav,8
bik2,24,procin,0
bik2,24,acasen,0
bik2,24,teppur,0
bik2,24,pantur,0
bik2,24,dacaeg,0
