"","plot","species","abd","canopy","depth","density","creek","size"
"161",6,"Toxotes jaculatrix",0,93.5,7,10.71428571,124.98,NA
"162",6,"Strongylura leiura",0,93.5,7,10.71428571,124.98,NA
"163",6,"Liza macrolepsis",0,93.5,7,10.71428571,124.98,NA
"164",6,"Scatophagus argus",0,93.5,7,10.71428571,124.98,NA
"165",6,"Gerres limbatus",0,93.5,7,10.71428571,124.98,NA
"166",6,"Orange fish",0,93.5,7,10.71428571,124.98,NA
"167",6,"Apogonidae 3",0,93.5,7,10.71428571,124.98,NA
"168",6,"Lutjanus argentimaculatus",0,93.5,7,10.71428571,124.98,NA
"169",6,"Caranx sexfasciatus",0,93.5,7,10.71428571,124.98,NA
"170",6,"Sphaeramia orbicularis",0,93.5,7,10.71428571,124.98,NA
"171",6,"Chanos chanos",0,93.5,7,10.71428571,124.98,NA
"172",6,"Plectorhinchus gibbosus",0,93.5,7,10.71428571,124.98,NA
"173",6,"Lutjanus fulviflamma",0,93.5,7,10.71428571,124.98,NA
"174",6,"Tetradontidae",0,93.5,7,10.71428571,124.98,NA
"175",7,"Butis butis",1,95.32,6,37.14285714,96.98,14.55
"176",7,"Halicampus grayii",0,95.32,6,37.14285714,96.98,NA
"177",7,"Apogon amboinensis",1,95.32,6,37.14285714,96.98,4.29
"178",7,"Gobidae",0,95.32,6,37.14285714,96.98,NA
"179",7,"Apogon hyalosoma",0,95.32,6,37.14285714,96.98,NA
"180",7,"Eleotris fusca",0,95.32,6,37.14285714,96.98,NA
"181",7,"Zenarchopterus dispar",0,95.32,6,37.14285714,96.98,NA
"182",7,"Acentrogobius caninus",0,95.32,6,37.14285714,96.98,NA
"183",7,"Glosogobius",0,95.32,6,37.14285714,96.98,NA
"184",7,"Horaichthyidae",0,95.32,6,37.14285714,96.98,NA
"185",7,"Siganus lineatus",0,95.32,6,37.14285714,96.98,NA
"186",7,"Acentrogobius sp",0,95.32,6,37.14285714,96.98,NA
"187",7,"Arothron hispidus",0,95.32,6,37.14285714,96.98,NA
"188",7,"Siganus vermiculatus",0,95.32,6,37.14285714,96.98,NA
"189",7,"Bostrychus sinensis",0,95.32,6,37.14285714,96.98,NA
"190",7,"Toxotes jaculatrix",0,95.32,6,37.14285714,96.98,NA
"191",7,"Strongylura leiura",0,95.32,6,37.14285714,96.98,NA
"192",7,"Liza macrolepsis",0,95.32,6,37.14285714,96.98,NA
"193",7,"Scatophagus argus",0,95.32,6,37.14285714,96.98,NA
"194",7,"Gerres limbatus",0,95.32,6,37.14285714,96.98,NA
"195",7,"Orange fish",0,95.32,6,37.14285714,96.98,NA
"196",7,"Apogonidae 3",0,95.32,6,37.14285714,96.98,NA
"197",7,"Lutjanus argentimaculatus",0,95.32,6,37.14285714,96.98,NA
"198",7,"Caranx sexfasciatus",0,95.32,6,37.14285714,96.98,NA
"199",7,"Sphaeramia orbicularis",0,95.32,6,37.14285714,96.98,NA
"200",7,"Chanos chanos",0,95.32,6,37.14285714,96.98,NA
"201",7,"Plectorhinchus gibbosus",0,95.32,6,37.14285714,96.98,NA
"202",7,"Lutjanus fulviflamma",0,95.32,6,37.14285714,96.98,NA
"203",7,"Tetradontidae",0,95.32,6,37.14285714,96.98,NA
"204",8,"Butis butis",0,95.06,14,18.42857143,120.94,NA
"205",8,"Halicampus grayii",0,95.06,14,18.42857143,120.94,NA
"206",8,"Apogon amboinensis",0,95.06,14,18.42857143,120.94,NA
"207",8,"Gobidae",2,95.06,14,18.42857143,120.94,1
"208",8,"Apogon hyalosoma",0,95.06,14,18.42857143,120.94,NA
"209",8,"Eleotris fusca",0,95.06,14,18.42857143,120.94,NA
"210",8,"Zenarchopterus dispar",0,95.06,14,18.42857143,120.94,NA
"211",8,"Acentrogobius caninus",0,95.06,14,18.42857143,120.94,NA
"212",8,"Glosogobius",0,95.06,14,18.42857143,120.94,NA
"213",8,"Horaichthyidae",0,95.06,14,18.42857143,120.94,NA
"214",8,"Siganus lineatus",0,95.06,14,18.42857143,120.94,NA
"215",8,"Acentrogobius sp",0,95.06,14,18.42857143,120.94,NA
"216",8,"Arothron hispidus",0,95.06,14,18.42857143,120.94,NA
"217",8,"Siganus vermiculatus",0,95.06,14,18.42857143,120.94,NA
"218",8,"Bostrychus sinensis",0,95.06,14,18.42857143,120.94,NA
"219",8,"Toxotes jaculatrix",0,95.06,14,18.42857143,120.94,NA
"220",8,"Strongylura leiura",0,95.06,14,18.42857143,120.94,NA
"221",8,"Liza macrolepsis",0,95.06,14,18.42857143,120.94,NA
"222",8,"Scatophagus argus",0,95.06,14,18.42857143,120.94,NA
"223",8,"Gerres limbatus",0,95.06,14,18.42857143,120.94,NA
"224",8,"Orange fish",0,95.06,14,18.42857143,120.94,NA
"225",8,"Apogonidae 3",0,95.06,14,18.42857143,120.94,NA
"226",8,"Lutjanus argentimaculatus",0,95.06,14,18.42857143,120.94,NA
"227",8,"Caranx sexfasciatus",0,95.06,14,18.42857143,120.94,NA
"228",8,"Sphaeramia orbicularis",0,95.06,14,18.42857143,120.94,NA
"229",8,"Chanos chanos",0,95.06,14,18.42857143,120.94,NA
"230",8,"Plectorhinchus gibbosus",0,95.06,14,18.42857143,120.94,NA
"231",8,"Lutjanus fulviflamma",0,95.06,14,18.42857143,120.94,NA
"232",8,"Tetradontidae",0,95.06,14,18.42857143,120.94,NA
"233",9,"Butis butis",0,86.22,18,16.57142857,96.48,NA
"234",9,"Halicampus grayii",0,86.22,18,16.57142857,96.48,NA
"235",9,"Apogon amboinensis",0,86.22,18,16.57142857,96.48,NA
"236",9,"Gobidae",0,86.22,18,16.57142857,96.48,NA
"237",9,"Apogon hyalosoma",1,86.22,18,16.57142857,96.48,5
"238",9,"Eleotris fusca",0,86.22,18,16.57142857,96.48,NA
"239",9,"Zenarchopterus dispar",0,86.22,18,16.57142857,96.48,NA
"240",9,"Acentrogobius caninus",0,86.22,18,16.57142857,96.48,NA
"241",9,"Glosogobius",0,86.22,18,16.57142857,96.48,NA
"242",9,"Horaichthyidae",0,86.22,18,16.57142857,96.48,NA
"243",9,"Siganus lineatus",0,86.22,18,16.57142857,96.48,NA
"244",9,"Acentrogobius sp",0,86.22,18,16.57142857,96.48,NA
"245",9,"Arothron hispidus",0,86.22,18,16.57142857,96.48,NA
"246",9,"Siganus vermiculatus",0,86.22,18,16.57142857,96.48,NA
"247",9,"Bostrychus sinensis",0,86.22,18,16.57142857,96.48,NA
"248",9,"Toxotes jaculatrix",0,86.22,18,16.57142857,96.48,NA
"249",9,"Strongylura leiura",0,86.22,18,16.57142857,96.48,NA
"250",9,"Liza macrolepsis",0,86.22,18,16.57142857,96.48,NA
"251",9,"Scatophagus argus",0,86.22,18,16.57142857,96.48,NA
"252",9,"Gerres limbatus",0,86.22,18,16.57142857,96.48,NA
"253",9,"Orange fish",0,86.22,18,16.57142857,96.48,NA
"254",9,"Apogonidae 3",0,86.22,18,16.57142857,96.48,NA
"255",9,"Lutjanus argentimaculatus",0,86.22,18,16.57142857,96.48,NA
"256",9,"Caranx sexfasciatus",0,86.22,18,16.57142857,96.48,NA
"257",9,"Sphaeramia orbicularis",0,86.22,18,16.57142857,96.48,NA
"258",9,"Chanos chanos",0,86.22,18,16.57142857,96.48,NA
"259",9,"Plectorhinchus gibbosus",0,86.22,18,16.57142857,96.48,NA
"260",9,"Lutjanus fulviflamma",0,86.22,18,16.57142857,96.48,NA
"261",9,"Tetradontidae",0,86.22,18,16.57142857,96.48,NA
"262",10,"Butis butis",0,61.52,13,13.14285714,126.17,NA
"263",10,"Halicampus grayii",0,61.52,13,13.14285714,126.17,NA
"264",10,"Apogon amboinensis",0,61.52,13,13.14285714,126.17,NA
"265",10,"Gobidae",0,61.52,13,13.14285714,126.17,NA
"266",10,"Apogon hyalosoma",0,61.52,13,13.14285714,126.17,NA
"267",10,"Eleotris fusca",1,61.52,13,13.14285714,126.17,22
"268",10,"Zenarchopterus dispar",0,61.52,13,13.14285714,126.17,NA
"269",10,"Acentrogobius caninus",0,61.52,13,13.14285714,126.17,NA
"270",10,"Glosogobius",0,61.52,13,13.14285714,126.17,NA
"271",10,"Horaichthyidae",0,61.52,13,13.14285714,126.17,NA
"272",10,"Siganus lineatus",0,61.52,13,13.14285714,126.17,NA
"273",10,"Acentrogobius sp",0,61.52,13,13.14285714,126.17,NA
"274",10,"Arothron hispidus",0,61.52,13,13.14285714,126.17,NA
"275",10,"Siganus vermiculatus",0,61.52,13,13.14285714,126.17,NA
"276",10,"Bostrychus sinensis",0,61.52,13,13.14285714,126.17,NA
"277",10,"Toxotes jaculatrix",0,61.52,13,13.14285714,126.17,NA
"278",10,"Strongylura leiura",0,61.52,13,13.14285714,126.17,NA
"279",10,"Liza macrolepsis",0,61.52,13,13.14285714,126.17,NA
"280",10,"Scatophagus argus",0,61.52,13,13.14285714,126.17,NA
"281",10,"Gerres limbatus",0,61.52,13,13.14285714,126.17,NA
"282",10,"Orange fish",0,61.52,13,13.14285714,126.17,NA
"283",10,"Apogonidae 3",0,61.52,13,13.14285714,126.17,NA
"284",10,"Lutjanus argentimaculatus",0,61.52,13,13.14285714,126.17,NA
"285",10,"Caranx sexfasciatus",0,61.52,13,13.14285714,126.17,NA
"286",10,"Sphaeramia orbicularis",0,61.52,13,13.14285714,126.17,NA
"287",10,"Chanos chanos",0,61.52,13,13.14285714,126.17,NA
"288",10,"Plectorhinchus gibbosus",0,61.52,13,13.14285714,126.17,NA
"289",10,"Lutjanus fulviflamma",0,61.52,13,13.14285714,126.17,NA
"290",10,"Tetradontidae",0,61.52,13,13.14285714,126.17,NA
"291",11,"Butis butis",1,94.8,55,77.28571429,81.36,9.92
"292",11,"Halicampus grayii",0,94.8,55,77.28571429,81.36,NA
"293",11,"Apogon amboinensis",0,94.8,55,77.28571429,81.36,NA
"294",11,"Gobidae",0,94.8,55,77.28571429,81.36,NA
"295",11,"Apogon hyalosoma",0,94.8,55,77.28571429,81.36,NA
"296",11,"Eleotris fusca",0,94.8,55,77.28571429,81.36,NA
"297",11,"Zenarchopterus dispar",1,94.8,55,77.28571429,81.36,10.6
"298",11,"Acentrogobius caninus",2,94.8,55,77.28571429,81.36,6.33
"299",11,"Glosogobius",1,94.8,55,77.28571429,81.36,9.55
"300",11,"Horaichthyidae",3,94.8,55,77.28571429,81.36,2
"301",11,"Siganus lineatus",0,94.8,55,77.28571429,81.36,NA
"302",11,"Acentrogobius sp",0,94.8,55,77.28571429,81.36,NA
"303",11,"Arothron hispidus",0,94.8,55,77.28571429,81.36,NA
"304",11,"Siganus vermiculatus",0,94.8,55,77.28571429,81.36,NA
"305",11,"Bostrychus sinensis",0,94.8,55,77.28571429,81.36,NA
"306",11,"Toxotes jaculatrix",0,94.8,55,77.28571429,81.36,NA
"307",11,"Strongylura leiura",0,94.8,55,77.28571429,81.36,NA
"308",11,"Liza macrolepsis",0,94.8,55,77.28571429,81.36,NA
"309",11,"Scatophagus argus",0,94.8,55,77.28571429,81.36,NA
"310",11,"Gerres limbatus",0,94.8,55,77.28571429,81.36,NA
"311",11,"Orange fish",0,94.8,55,77.28571429,81.36,NA
"312",11,"Apogonidae 3",0,94.8,55,77.28571429,81.36,NA
"313",11,"Lutjanus argentimaculatus",0,94.8,55,77.28571429,81.36,NA
"314",11,"Caranx sexfasciatus",0,94.8,55,77.28571429,81.36,NA
"315",11,"Sphaeramia orbicularis",0,94.8,55,77.28571429,81.36,NA
"316",11,"Chanos chanos",0,94.8,55,77.28571429,81.36,NA
"317",11,"Plectorhinchus gibbosus",0,94.8,55,77.28571429,81.36,NA
"318",11,"Lutjanus fulviflamma",0,94.8,55,77.28571429,81.36,NA
"319",11,"Tetradontidae",0,94.8,55,77.28571429,81.36,NA
"320",12,"Butis butis",0,98.7,40,79.14285714,95.92,NA
"321",12,"Halicampus grayii",0,98.7,40,79.14285714,95.92,NA
"322",12,"Apogon amboinensis",0,98.7,40,79.14285714,95.92,NA
"323",12,"Gobidae",0,98.7,40,79.14285714,95.92,NA
"324",12,"Apogon hyalosoma",3,98.7,40,79.14285714,95.92,10
"325",12,"Eleotris fusca",0,98.7,40,79.14285714,95.92,NA
"326",12,"Zenarchopterus dispar",0,98.7,40,79.14285714,95.92,NA
"327",12,"Acentrogobius caninus",2,98.7,40,79.14285714,95.92,1
"328",12,"Glosogobius",0,98.7,40,79.14285714,95.92,NA
"329",12,"Horaichthyidae",0,98.7,40,79.14285714,95.92,NA
"330",12,"Siganus lineatus",1,98.7,40,79.14285714,95.92,8.43
"331",12,"Acentrogobius sp",0,98.7,40,79.14285714,95.92,NA
"332",12,"Arothron hispidus",0,98.7,40,79.14285714,95.92,NA
"333",12,"Siganus vermiculatus",0,98.7,40,79.14285714,95.92,NA
"334",12,"Bostrychus sinensis",0,98.7,40,79.14285714,95.92,NA
"335",12,"Toxotes jaculatrix",0,98.7,40,79.14285714,95.92,NA
"336",12,"Strongylura leiura",0,98.7,40,79.14285714,95.92,NA
"337",12,"Liza macrolepsis",0,98.7,40,79.14285714,95.92,NA
"338",12,"Scatophagus argus",0,98.7,40,79.14285714,95.92,NA
"339",12,"Gerres limbatus",0,98.7,40,79.14285714,95.92,NA
"340",12,"Orange fish",0,98.7,40,79.14285714,95.92,NA
"341",12,"Apogonidae 3",0,98.7,40,79.14285714,95.92,NA
"342",12,"Lutjanus argentimaculatus",0,98.7,40,79.14285714,95.92,NA
"343",12,"Caranx sexfasciatus",0,98.7,40,79.14285714,95.92,NA
"344",12,"Sphaeramia orbicularis",0,98.7,40,79.14285714,95.92,NA
"345",12,"Chanos chanos",0,98.7,40,79.14285714,95.92,NA
"346",12,"Plectorhinchus gibbosus",0,98.7,40,79.14285714,95.92,NA
"347",12,"Lutjanus fulviflamma",0,98.7,40,79.14285714,95.92,NA
"348",12,"Tetradontidae",0,98.7,40,79.14285714,95.92,NA
"349",13,"Butis butis",0,95.38,50,70.85714286,52.69,NA
"350",13,"Halicampus grayii",0,95.38,50,70.85714286,52.69,NA
"351",13,"Apogon amboinensis",0,95.38,50,70.85714286,52.69,NA
"352",13,"Gobidae",0,95.38,50,70.85714286,52.69,NA
"353",13,"Apogon hyalosoma",0,95.38,50,70.85714286,52.69,NA
"354",13,"Eleotris fusca",0,95.38,50,70.85714286,52.69,NA
"355",13,"Zenarchopterus dispar",0,95.38,50,70.85714286,52.69,NA
"356",13,"Acentrogobius caninus",4,95.38,50,70.85714286,52.69,1
"357",13,"Glosogobius",0,95.38,50,70.85714286,52.69,NA
"358",13,"Horaichthyidae",0,95.38,50,70.85714286,52.69,NA
"359",13,"Siganus lineatus",0,95.38,50,70.85714286,52.69,NA
"360",13,"Acentrogobius sp",0,95.38,50,70.85714286,52.69,NA
"361",13,"Arothron hispidus",0,95.38,50,70.85714286,52.69,NA
"362",13,"Siganus vermiculatus",0,95.38,50,70.85714286,52.69,NA
"363",13,"Bostrychus sinensis",0,95.38,50,70.85714286,52.69,NA
"364",13,"Toxotes jaculatrix",0,95.38,50,70.85714286,52.69,NA
"365",13,"Strongylura leiura",0,95.38,50,70.85714286,52.69,NA
"366",13,"Liza macrolepsis",0,95.38,50,70.85714286,52.69,NA
"367",13,"Scatophagus argus",0,95.38,50,70.85714286,52.69,NA
"368",13,"Gerres limbatus",0,95.38,50,70.85714286,52.69,NA
"369",13,"Orange fish",0,95.38,50,70.85714286,52.69,NA
"370",13,"Apogonidae 3",0,95.38,50,70.85714286,52.69,NA
"371",13,"Lutjanus argentimaculatus",0,95.38,50,70.85714286,52.69,NA
"372",13,"Caranx sexfasciatus",0,95.38,50,70.85714286,52.69,NA
"373",13,"Sphaeramia orbicularis",0,95.38,50,70.85714286,52.69,NA
"374",13,"Chanos chanos",0,95.38,50,70.85714286,52.69,NA
"375",13,"Plectorhinchus gibbosus",0,95.38,50,70.85714286,52.69,NA
"376",13,"Lutjanus fulviflamma",0,95.38,50,70.85714286,52.69,NA
"377",13,"Tetradontidae",0,95.38,50,70.85714286,52.69,NA
"378",14,"Butis butis",0,91.68,60,82.71428571,93.9,NA
"379",14,"Halicampus grayii",0,91.68,60,82.71428571,93.9,NA
"380",14,"Apogon amboinensis",1,91.68,60,82.71428571,93.9,5.5
