point.name,species,abundance,position,presence,point.no,canopy.type,distance.class,season,host.habit,host.abundance,flowering.tree,host.presence,total_flowers
IPT_TEC_14,Tiny Grass Blue,0,NA,0,14,Closed,Edge,Early Season,Herb,10,0,1,193
IPT_TEC_14,Transparent Six-line Blue,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,White-Bar Bushbrown,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,White Fourring,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Yamfly,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_14,Zebra Blue,0,NA,0,14,Closed,Edge,Early Season,NA,0,0,0,168
IPT_TEC_15,Banded Blue Pierrot,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Black Prince,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Blue Admiral,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Blue Mormon,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Blue Pansy,1,Shrub,1,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Brown King Crow,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Bush Hopper,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Chestnut-streaked Sailer,0,NA,0,15,Closed,Edge,Early Season,Tree,1,0,1,0
IPT_TEC_15,Chestnut Bob,0,NA,0,15,Closed,Edge,Early Season,Herb,25,0,1,0
IPT_TEC_15,Chocolate Albatross,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Chocolate Pansy,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Clipper,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Albatross,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Bushbrown,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Castor,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Cerulean,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Crow,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Dart,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Emigrant,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Evening Brown,0,NA,0,15,Closed,Edge,Early Season,Herb,25,0,1,0
IPT_TEC_15,Common Fivering,0,NA,0,15,Closed,Edge,Early Season,Herb,25,0,1,0
IPT_TEC_15,Common Fourring,0,NA,0,15,Closed,Edge,Early Season,Herb,25,0,1,0
IPT_TEC_15,Common Hedge Blue,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Jay,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Jezebel,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Lascar,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Line Blue,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Map,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Mormon,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Rose,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Sailer,0,NA,0,15,Closed,Edge,Early Season,Tree,1,0,1,0
IPT_TEC_15,Common Small Flat,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Common Treebrown,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Contiguous Swift,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Danaid Eggfly,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Dark Cerulean,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Dark Evening Brown,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Dark Palm-Dart,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Dusky Partwing,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Evening Brown Sp,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Gladeye Bushbrown,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Glassy Tiger,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Great Eggfly,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Great Orange Tip,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Grey Count,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Karwar Swift,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Lemon Pansy,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Lesser Gull,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Malabar banded Peacock,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Malabar Raven,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Malabar Tree Nymph,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Metallic Cerulean,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Nilgiri Tiger,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Opaque Six-lineblue,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Palni Dart,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Paris Peacock,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Plum Judy,0,NA,0,15,Closed,Edge,Early Season,Shrub,1,0,1,0
IPT_TEC_15,Psyche,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Pygmy Scrub Hopper,0,NA,0,15,Closed,Edge,Early Season,Herb,25,0,1,0
IPT_TEC_15,Quaker,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Red-disc Bushbrown,0,NA,0,15,Closed,Edge,Early Season,Herb,2,0,1,0
IPT_TEC_15,Red Helen,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Rustic ,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Sahyadri Cabbage White,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Sahyadri Plain Puffin,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Smaller Dartlet,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Smooth-eyed Bushbrown,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Southern Birdwing,1,Upper Canopy,1,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Striped Tiger,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Tailed Jay,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Tamil Treebrown,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Tamil Yeoman,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Tiny Grass Blue,0,NA,0,15,Closed,Edge,Early Season,Herb,25,0,1,2
IPT_TEC_15,Transparent Six-line Blue,0,NA,0,15,Closed,Edge,Early Season,Shrub,1,0,1,0
IPT_TEC_15,White-Bar Bushbrown,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,White Fourring,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Yamfly,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_15,Zebra Blue,0,NA,0,15,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Banded Blue Pierrot,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Black Prince,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Blue Admiral,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Blue Mormon,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Blue Pansy,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Brown King Crow,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Bush Hopper,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Chestnut-streaked Sailer,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Chestnut Bob,0,NA,0,4,Closed,Edge,Early Season,Herb,27,0,1,0
IPT_TEC_4,Chocolate Albatross,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Chocolate Pansy,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Clipper,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Albatross,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Bushbrown,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Castor,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Cerulean,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Crow,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Dart,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Emigrant,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Evening Brown,2,Ground,1,4,Closed,Edge,Early Season,Herb,27,0,1,0
IPT_TEC_4,Common Fivering,0,NA,0,4,Closed,Edge,Early Season,Herb,27,0,1,0
IPT_TEC_4,Common Fourring,0,NA,0,4,Closed,Edge,Early Season,Herb,27,0,1,0
IPT_TEC_4,Common Hedge Blue,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Jay,0,NA,0,4,Closed,Edge,Early Season,Tree,2,0,1,0
IPT_TEC_4,Common Jezebel,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Lascar,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Line Blue,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Map,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Mormon,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Rose,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Sailer,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Small Flat,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Common Treebrown,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
IPT_TEC_4,Contiguous Swift,0,NA,0,4,Closed,Edge,Early Season,NA,0,0,0,0
